Loan_ID,Gender,d_gender,Married,d_married,Dependents,d_dependents,Education,d_education,Self_Employed,d_self_employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,d_urban,d_rural,Loan_Status,d_loan_status
LP001682,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,3992,0,,180,1,Urban,1,0,N,0
LP001688,Male,0,Yes,1,1,1,Not Graduate,0,No,0,3500,1083,135,360,1,Urban,1,0,Y,1
LP001691,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3917,0,124,360,1,Semiurban,0,0,Y,1
LP001692,Female,1,No,0,0,0,Not Graduate,0,No,0,4408,0,120,360,1,Semiurban,0,0,Y,1
LP001693,Female,1,No,0,0,0,Graduate,1,No,0,3244,0,80,360,1,Urban,1,0,Y,1
LP001698,Male,0,No,0,0,0,Not Graduate,0,No,0,3975,2531,55,360,1,Rural,0,1,Y,1
LP001699,Male,0,No,0,0,0,Graduate,1,No,0,2479,0,59,360,1,Urban,1,0,Y,1
LP001702,Male,0,No,0,0,0,Graduate,1,No,0,3418,0,127,360,1,Semiurban,0,0,N,0
LP001708,Female,1,No,0,0,0,Graduate,1,No,0,10000,0,214,360,1,Semiurban,0,0,N,0
LP001711,Male,0,Yes,1,3+,1,Graduate,1,No,0,3430,1250,128,360,0,Semiurban,0,0,N,0
LP001713,Male,0,Yes,1,1,1,Graduate,1,Yes,1,7787,0,240,360,1,Urban,1,0,Y,1
LP001715,Male,0,Yes,1,3+,1,Not Graduate,0,Yes,1,5703,0,130,360,1,Rural,0,1,Y,1
LP001716,Male,0,Yes,1,0,0,Graduate,1,No,0,3173,3021,137,360,1,Urban,1,0,Y,1
LP001720,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,3850,983,100,360,1,Semiurban,0,0,Y,1
LP001722,Male,0,Yes,1,0,0,Graduate,1,No,0,150,1800,135,360,1,Rural,0,1,N,0
LP001726,Male,0,Yes,1,0,0,Graduate,1,No,0,3727,1775,131,360,1,Semiurban,0,0,Y,1
LP001732,Male,0,Yes,1,2,1,Graduate,1,No,0,5000,0,72,360,0,Semiurban,0,0,N,0
LP001734,Female,1,Yes,1,2,1,Graduate,1,No,0,4283,2383,127,360,,Semiurban,0,0,Y,1
LP001736,Male,0,Yes,1,0,0,Graduate,1,No,0,2221,0,60,360,0,Urban,1,0,N,0
LP001743,Male,0,Yes,1,2,1,Graduate,1,No,0,4009,1717,116,360,1,Semiurban,0,0,Y,1
LP001744,Male,0,No,0,0,0,Graduate,1,No,0,2971,2791,144,360,1,Semiurban,0,0,Y,1
LP001749,Male,0,Yes,1,0,0,Graduate,1,No,0,7578,1010,175,,1,Semiurban,0,0,Y,1
LP001750,Male,0,Yes,1,0,0,Graduate,1,No,0,6250,0,128,360,1,Semiurban,0,0,Y,1
LP001751,Male,0,Yes,1,0,0,Graduate,1,No,0,3250,0,170,360,1,Rural,0,1,N,0
LP001754,Male,0,Yes,1,2,1,Not Graduate,0,Yes,1,4735,0,138,360,1,Urban,1,0,N,0
LP001758,Male,0,Yes,1,2,1,Graduate,1,No,0,6250,1695,210,360,1,Semiurban,0,0,Y,1
LP001760,Male,0,Yes,1,1,1,Graduate,1,No,0,4758,0,158,480,1,Semiurban,0,0,Y,1
LP001761,Male,0,No,0,0,0,Graduate,1,Yes,1,6400,0,200,360,1,Rural,0,1,Y,1
LP001765,Male,0,Yes,1,1,1,Graduate,1,No,0,2491,2054,104,360,1,Semiurban,0,0,Y,1
LP001768,Male,0,Yes,1,0,0,Graduate,1,Yes,0,3716,0,42,180,1,Rural,0,1,Y,1
LP001770,Male,0,No,0,0,0,Not Graduate,0,No,0,3189,2598,120,,1,Rural,0,1,Y,1
LP001776,Female,1,No,0,0,0,Graduate,1,No,0,8333,0,280,360,1,Semiurban,0,0,Y,1
LP001778,Male,0,Yes,1,1,1,Graduate,1,No,0,3155,1779,140,360,1,Semiurban,0,0,Y,1
LP001784,Male,0,Yes,1,1,1,Graduate,1,No,0,5500,1260,170,360,1,Rural,0,1,Y,1
LP001786,Male,0,Yes,1,0,0,Graduate,1,No,0,5746,0,255,360,,Urban,1,0,N,0
LP001788,Female,1,No,0,0,0,Graduate,1,Yes,1,3463,0,122,360,,Urban,1,0,Y,1
LP001790,Female,1,No,0,1,1,Graduate,1,No,0,3812,0,112,360,1,Rural,0,1,Y,1
LP001792,Male,0,Yes,1,1,1,Graduate,1,No,0,3315,0,96,360,1,Semiurban,0,0,Y,1
LP001798,Male,0,Yes,1,2,1,Graduate,1,No,0,5819,5000,120,360,1,Rural,0,1,Y,1
LP001800,Male,0,Yes,1,1,1,Not Graduate,0,No,0,2510,1983,140,180,1,Urban,1,0,N,0
LP001806,Male,0,No,0,0,0,Graduate,1,No,0,2965,5701,155,60,1,Urban,1,0,Y,1
LP001807,Male,0,Yes,1,2,1,Graduate,1,Yes,1,6250,1300,108,360,1,Rural,0,1,Y,1
LP001811,Male,0,Yes,1,0,0,Not Graduate,0,No,0,3406,4417,123,360,1,Semiurban,0,0,Y,1
LP001813,Male,0,No,0,0,0,Graduate,1,Yes,1,6050,4333,120,180,1,Urban,1,0,N,0
LP001814,Male,0,Yes,1,2,1,Graduate,1,No,0,9703,0,112,360,1,Urban,1,0,Y,1
LP001819,Male,0,Yes,1,1,1,Not Graduate,0,No,0,6608,0,137,180,1,Urban,1,0,Y,1
LP001824,Male,0,Yes,1,1,1,Graduate,1,No,0,2882,1843,123,480,1,Semiurban,0,0,Y,1
LP001825,Male,0,Yes,1,0,0,Graduate,1,No,0,1809,1868,90,360,1,Urban,1,0,Y,1
LP001835,Male,0,Yes,1,0,0,Not Graduate,0,No,0,1668,3890,201,360,0,Semiurban,0,0,N,0
LP001836,Female,1,No,0,2,1,Graduate,1,No,0,3427,0,138,360,1,Urban,1,0,N,0
LP001841,Male,0,No,0,0,0,Not Graduate,0,Yes,1,2583,2167,104,360,1,Rural,0,1,Y,1
LP001843,Male,0,Yes,1,1,1,Not Graduate,0,No,0,2661,7101,279,180,1,Semiurban,0,0,Y,1
LP001844,Male,0,No,0,0,0,Graduate,1,Yes,1,16250,0,192,360,0,Urban,1,0,N,0
LP001846,Female,1,No,0,3+,1,Graduate,1,No,0,3083,0,255,360,1,Rural,0,1,Y,1
LP001849,Male,0,No,0,0,0,Not Graduate,0,No,0,6045,0,115,360,0,Rural,0,1,N,0
LP001854,Male,0,Yes,1,3+,1,Graduate,1,No,0,5250,0,94,360,1,Urban,1,0,N,0
LP001859,Male,0,Yes,1,0,0,Graduate,1,No,0,14683,2100,304,360,1,Rural,0,1,N,0
LP001864,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,4931,0,128,360,,Semiurban,0,0,N,0
LP001865,Male,0,Yes,1,1,1,Graduate,1,No,0,6083,4250,330,360,,Urban,1,0,Y,1
LP001868,Male,0,No,0,0,0,Graduate,1,No,0,2060,2209,134,360,1,Semiurban,0,0,Y,1
LP001870,Female,1,No,0,1,1,Graduate,1,No,0,3481,0,155,36,1,Semiurban,0,0,N,0
LP001871,Female,1,No,0,0,0,Graduate,1,No,0,7200,0,120,360,1,Rural,0,1,Y,1
LP001872,Male,0,No,0,0,0,Graduate,1,Yes,1,5166,0,128,360,1,Semiurban,0,0,Y,1
LP001875,Male,0,No,0,0,0,Graduate,1,No,0,4095,3447,151,360,1,Rural,0,1,Y,1
LP001877,Male,0,Yes,1,2,1,Graduate,1,No,0,4708,1387,150,360,1,Semiurban,0,0,Y,1
LP001882,Male,0,Yes,1,3+,1,Graduate,1,No,0,4333,1811,160,360,0,Urban,1,0,Y,1
LP001883,Female,1,No,0,0,0,Graduate,1,Yes,0,3418,0,135,360,1,Rural,0,1,N,0
LP001884,Female,1,No,0,1,1,Graduate,1,No,0,2876,1560,90,360,1,Urban,1,0,Y,1
LP001888,Female,1,No,0,0,0,Graduate,1,No,0,3237,0,30,360,1,Urban,1,0,Y,1
LP001891,Male,0,Yes,1,0,0,Graduate,1,No,0,11146,0,136,360,1,Urban,1,0,Y,1
LP001892,Male,0,No,0,0,0,Graduate,1,No,0,2833,1857,126,360,1,Rural,0,1,Y,1
LP001894,Male,0,Yes,1,0,0,Graduate,1,No,0,2620,2223,150,360,1,Semiurban,0,0,Y,1
LP001896,Male,0,Yes,1,2,1,Graduate,1,No,0,3900,0,90,360,1,Semiurban,0,0,Y,1
LP001900,Male,0,Yes,1,1,1,Graduate,1,No,0,2750,1842,115,360,1,Semiurban,0,0,Y,1
LP001903,Male,0,Yes,1,0,0,Graduate,1,No,0,3993,3274,207,360,1,Semiurban,0,0,Y,1
LP001904,Male,0,Yes,1,0,0,Graduate,1,No,0,3103,1300,80,360,1,Urban,1,0,Y,1
LP001907,Male,0,Yes,1,0,0,Graduate,1,No,0,14583,0,436,360,1,Semiurban,0,0,Y,1
LP001908,Female,1,Yes,1,0,0,Not Graduate,0,No,0,4100,0,124,360,,Rural,0,1,Y,1
LP001910,Male,0,No,0,1,1,Not Graduate,0,Yes,1,4053,2426,158,360,0,Urban,1,0,N,0
LP001914,Male,0,Yes,1,0,0,Graduate,1,No,0,3927,800,112,360,1,Semiurban,0,0,Y,1
LP001915,Male,0,Yes,1,2,1,Graduate,1,No,0,2301,985.7999878,78,180,1,Urban,1,0,Y,1
LP001917,Female,1,No,0,0,0,Graduate,1,No,0,1811,1666,54,360,1,Urban,1,0,Y,1
LP001922,Male,0,Yes,1,0,0,Graduate,1,No,0,20667,0,,360,1,Rural,0,1,N,0
LP001924,Male,0,No,0,0,0,Graduate,1,No,0,3158,3053,89,360,1,Rural,0,1,Y,1
LP001925,Female,1,No,0,0,0,Graduate,1,Yes,1,2600,1717,99,300,1,Semiurban,0,0,N,0
LP001926,Male,0,Yes,1,0,0,Graduate,1,No,0,3704,2000,120,360,1,Rural,0,1,Y,1
LP001931,Female,1,No,0,0,0,Graduate,1,No,0,4124,0,115,360,1,Semiurban,0,0,Y,1
LP001935,Male,0,No,0,0,0,Graduate,1,No,0,9508,0,187,360,1,Rural,0,1,Y,1
LP001936,Male,0,Yes,1,0,0,Graduate,1,No,0,3075,2416,139,360,1,Rural,0,1,Y,1
LP001938,Male,0,Yes,1,2,1,Graduate,1,No,0,4400,0,127,360,0,Semiurban,0,0,N,0
LP001940,Male,0,Yes,1,2,1,Graduate,1,No,0,3153,1560,134,360,1,Urban,1,0,Y,1
LP001945,Female,1,No,0,0,0,Graduate,1,No,0,5417,0,143,480,0,Urban,1,0,N,0
LP001947,Male,0,Yes,1,0,0,Graduate,1,No,0,2383,3334,172,360,1,Semiurban,0,0,Y,1
LP001949,Male,0,Yes,1,3+,1,Graduate,1,No,0,4416,1250,110,360,1,Urban,1,0,Y,1
LP001953,Male,0,Yes,1,1,1,Graduate,1,No,0,6875,0,200,360,1,Semiurban,0,0,Y,1
LP001954,Female,1,Yes,1,1,1,Graduate,1,No,0,4666,0,135,360,1,Urban,1,0,Y,1
LP001955,Female,1,No,0,0,0,Graduate,1,No,0,5000,2541,151,480,1,Rural,0,1,N,0
LP001963,Male,0,Yes,1,1,1,Graduate,1,No,0,2014,2925,113,360,1,Urban,1,0,N,0
LP001964,Male,0,Yes,1,0,0,Not Graduate,0,No,0,1800,2934,93,360,0,Urban,1,0,N,0
LP001972,Male,0,Yes,1,2,1,Not Graduate,0,No,0,2875,1750,105,360,1,Semiurban,0,0,Y,1
LP001974,Female,1,No,0,0,0,Graduate,1,No,0,5000,0,132,360,1,Rural,0,1,Y,1
LP001977,Male,0,Yes,1,1,1,Graduate,1,No,0,1625,1803,96,360,1,Urban,1,0,Y,1
LP001978,Male,0,No,0,0,0,Graduate,1,No,0,4000,2500,140,360,1,Rural,0,1,Y,1
LP001990,Male,0,No,0,0,0,Not Graduate,0,No,0,2000,0,,360,1,Urban,1,0,N,0
LP001993,Female,1,No,0,0,0,Graduate,1,No,0,3762,1666,135,360,1,Rural,0,1,Y,1
LP001994,Female,1,No,0,0,0,Graduate,1,No,0,2400,1863,104,360,0,Urban,1,0,N,0
LP001996,Male,0,No,0,0,0,Graduate,1,No,0,20233,0,480,360,1,Rural,0,1,N,0
LP001998,Male,0,Yes,1,2,1,Not Graduate,0,No,0,7667,0,185,360,,Rural,0,1,Y,1
LP002002,Female,1,No,0,0,0,Graduate,1,No,0,2917,0,84,360,1,Semiurban,0,0,Y,1
LP002004,Male,0,No,0,0,0,Not Graduate,0,No,0,2927,2405,111,360,1,Semiurban,0,0,Y,1
LP002006,Female,1,No,0,0,0,Graduate,1,No,0,2507,0,56,360,1,Rural,0,1,Y,1
LP002008,Male,0,Yes,1,2,1,Graduate,1,Yes,1,5746,0,144,84,,Rural,0,1,Y,1
LP002024,Female,1,Yes,1,0,0,Graduate,1,No,0,2473,1843,159,360,1,Rural,0,1,N,0
LP002031,Male,0,Yes,1,1,1,Not Graduate,0,No,0,3399,1640,111,180,1,Urban,1,0,Y,1
LP002035,Male,0,Yes,1,2,1,Graduate,1,No,0,3717,0,120,360,1,Semiurban,0,0,Y,1
LP002036,Male,0,Yes,1,0,0,Graduate,1,No,0,2058,2134,88,360,,Urban,1,0,Y,1
LP002043,Female,1,No,0,1,1,Graduate,1,No,0,3541,0,112,360,,Semiurban,0,0,Y,1
LP002050,Male,0,Yes,1,1,1,Graduate,1,Yes,1,10000,0,155,360,1,Rural,0,1,N,0
LP002051,Male,0,Yes,1,0,0,Graduate,1,No,0,2400,2167,115,360,1,Semiurban,0,0,Y,1
LP002053,Male,0,Yes,1,3+,1,Graduate,1,No,0,4342,189,124,360,1,Semiurban,0,0,Y,1
LP002054,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3601,1590,,360,1,Rural,0,1,Y,1
LP002055,Female,1,No,0,0,0,Graduate,1,No,0,3166,2985,132,360,,Rural,0,1,Y,1
LP002065,Male,0,Yes,1,3+,1,Graduate,1,No,0,15000,0,300,360,1,Rural,0,1,Y,1
LP002067,Male,0,Yes,1,1,1,Graduate,1,Yes,1,8666,4983,376,360,0,Rural,0,1,N,0
LP002068,Male,0,No,0,0,0,Graduate,1,No,0,4917,0,130,360,0,Rural,0,1,Y,1
LP002082,Male,0,Yes,1,0,0,Graduate,1,Yes,1,5818,2160,184,360,1,Semiurban,0,0,Y,1
LP002086,Female,1,Yes,1,0,0,Graduate,1,No,0,4333,2451,110,360,1,Urban,1,0,N,0
LP002087,Female,1,No,0,0,0,Graduate,1,No,0,2500,0,67,360,1,Urban,1,0,Y,1
LP002097,Male,0,No,0,1,1,Graduate,1,No,0,4384,1793,117,360,1,Urban,1,0,Y,1
LP002098,Male,0,No,0,0,0,Graduate,1,No,0,2935,0,98,360,1,Semiurban,0,0,Y,1
LP002100,Male,0,No,0,0,0,Graduate,1,No,0,2833,0,71,360,1,Urban,1,0,Y,1
LP002101,Male,0,Yes,1,0,0,Graduate,1,Yes,0,63337,0,490,180,1,Urban,1,0,Y,1
LP002103,Male,0,Yes,1,1,1,Graduate,1,Yes,1,9833,1833,182,180,1,Urban,1,0,Y,1
LP002106,Male,0,Yes,1,1,1,Graduate,1,Yes,1,5503,4490,70,,1,Semiurban,0,0,Y,1
LP002110,Male,0,Yes,1,1,1,Graduate,1,No,0,5250,688,160,360,1,Rural,0,1,Y,1
LP002112,Male,0,Yes,1,2,1,Graduate,1,Yes,1,2500,4600,176,360,1,Rural,0,1,Y,1
LP002113,Female,1,No,0,3+,1,Not Graduate,0,No,0,1830,0,,360,0,Urban,1,0,N,0
LP002114,Female,1,No,0,0,0,Graduate,1,No,0,4160,0,71,360,1,Semiurban,0,0,Y,1
LP002115,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,2647,1587,173,360,1,Rural,0,1,N,0
LP002116,Female,1,No,0,0,0,Graduate,1,No,0,2378,0,46,360,1,Rural,0,1,N,0
LP002119,Male,0,Yes,1,1,1,Not Graduate,0,No,0,4554,1229,158,360,1,Urban,1,0,Y,1
LP002126,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,3173,0,74,360,1,Semiurban,0,0,Y,1
LP002128,Male,0,Yes,1,2,1,Graduate,1,Yes,0,2583,2330,125,360,1,Rural,0,1,Y,1
LP002129,Male,0,Yes,1,0,0,Graduate,1,No,0,2499,2458,160,360,1,Semiurban,0,0,Y,1
LP002130,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3523,3230,152,360,0,Rural,0,1,N,0
LP002131,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3083,2168,126,360,1,Urban,1,0,Y,1
LP002137,Male,0,Yes,1,0,0,Graduate,1,No,0,6333,4583,259,360,,Semiurban,0,0,Y,1
LP002138,Male,0,Yes,1,0,0,Graduate,1,No,0,2625,6250,187,360,1,Rural,0,1,Y,1
LP002139,Male,0,Yes,1,0,0,Graduate,1,No,0,9083,0,228,360,1,Semiurban,0,0,Y,1
LP002140,Male,0,No,0,0,0,Graduate,1,No,0,8750,4167,308,360,1,Rural,0,1,N,0
LP002141,Male,0,Yes,1,3+,1,Graduate,1,No,0,2666,2083,95,360,1,Rural,0,1,Y,1
LP002142,Female,1,Yes,1,0,0,Graduate,1,Yes,1,5500,0,105,360,0,Rural,0,1,N,0
LP002143,Female,1,Yes,1,0,0,Graduate,1,No,0,2423,505,130,360,1,Semiurban,0,0,Y,1
LP002144,Female,1,No,0,0,0,Graduate,1,No,0,3813,0,116,180,1,Urban,1,0,Y,1
LP002149,Male,0,Yes,1,2,1,Graduate,1,No,0,8333,3167,165,360,1,Rural,0,1,Y,1
LP002151,Male,0,Yes,1,1,1,Graduate,1,No,0,3875,0,67,360,1,Urban,1,0,N,0
LP002158,Male,0,Yes,1,0,0,Not Graduate,0,No,0,3000,1666,100,480,0,Urban,1,0,N,0
LP002160,Male,0,Yes,1,3+,1,Graduate,1,No,0,5167,3167,200,360,1,Semiurban,0,0,Y,1
LP002161,Female,1,No,0,1,1,Graduate,1,No,0,4723,0,81,360,1,Semiurban,0,0,N,0
LP002170,Male,0,Yes,1,2,1,Graduate,1,No,0,5000,3667,236,360,1,Semiurban,0,0,Y,1
LP002175,Male,0,Yes,1,0,0,Graduate,1,No,0,4750,2333,130,360,1,Urban,1,0,Y,1
LP002178,Male,0,Yes,1,0,0,Graduate,1,No,0,3013,3033,95,300,,Urban,1,0,Y,1
LP002180,Male,0,No,0,0,0,Graduate,1,Yes,1,6822,0,141,360,1,Rural,0,1,Y,1
LP002181,Male,0,No,0,0,0,Not Graduate,0,No,0,6216,0,133,360,1,Rural,0,1,N,0
LP002187,Male,0,No,0,0,0,Graduate,1,No,0,2500,0,96,480,1,Semiurban,0,0,N,0
LP002188,Male,0,No,0,0,0,Graduate,1,No,0,5124,0,124,,0,Rural,0,1,N,0
LP002190,Male,0,Yes,1,1,1,Graduate,1,No,0,6325,0,175,360,1,Semiurban,0,0,Y,1
LP002191,Male,0,Yes,1,0,0,Graduate,1,No,0,19730,5266,570,360,1,Rural,0,1,N,0
LP002194,Female,1,No,0,0,0,Graduate,1,Yes,1,15759,0,55,360,1,Semiurban,0,0,Y,1
LP002197,Male,0,Yes,1,2,1,Graduate,1,No,0,5185,0,155,360,1,Semiurban,0,0,Y,1
LP002201,Male,0,Yes,1,2,1,Graduate,1,Yes,1,9323,7873,380,300,1,Rural,0,1,Y,1
LP002205,Male,0,No,0,1,1,Graduate,1,No,0,3062,1987,111,180,0,Urban,1,0,N,0
LP002209,Female,1,No,0,0,0,Graduate,1,No,0,2764,1459,110,360,1,Urban,1,0,Y,1
LP002211,Male,0,Yes,1,0,0,Graduate,1,No,0,4817,923,120,180,1,Urban,1,0,Y,1
LP002219,Male,0,Yes,1,3+,1,Graduate,1,No,0,8750,4996,130,360,1,Rural,0,1,Y,1
LP002223,Male,0,Yes,1,0,0,Graduate,1,No,0,4310,0,130,360,,Semiurban,0,0,Y,1
LP002224,Male,0,No,0,0,0,Graduate,1,No,0,3069,0,71,480,1,Urban,1,0,N,0
LP002225,Male,0,Yes,1,2,1,Graduate,1,No,0,5391,0,130,360,1,Urban,1,0,Y,1
LP002226,Male,0,Yes,1,0,0,Graduate,1,Yes,0,3333,2500,128,360,1,Semiurban,0,0,Y,1
LP002229,Male,0,No,0,0,0,Graduate,1,No,0,5941,4232,296,360,1,Semiurban,0,0,Y,1
LP002231,Female,1,No,0,0,0,Graduate,1,No,0,6000,0,156,360,1,Urban,1,0,Y,1
LP002234,Male,0,No,0,0,0,Graduate,1,Yes,1,7167,0,128,360,1,Urban,1,0,Y,1
LP002236,Male,0,Yes,1,2,1,Graduate,1,No,0,4566,0,100,360,1,Urban,1,0,N,0
LP002237,Male,0,No,0,1,1,Graduate,1,No,0,3667,0,113,180,1,Urban,1,0,Y,1
LP002239,Male,0,No,0,0,0,Not Graduate,0,No,0,2346,1600,132,360,1,Semiurban,0,0,Y,1
LP002243,Male,0,Yes,1,0,0,Not Graduate,0,No,0,3010,3136,,360,0,Urban,1,0,N,0
LP002244,Male,0,Yes,1,0,0,Graduate,1,No,0,2333,2417,136,360,1,Urban,1,0,Y,1
LP002250,Male,0,Yes,1,0,0,Graduate,1,No,0,5488,0,125,360,1,Rural,0,1,Y,1
LP002255,Male,0,No,0,3+,1,Graduate,1,No,0,9167,0,185,360,1,Rural,0,1,Y,1
LP002262,Male,0,Yes,1,3+,1,Graduate,1,No,0,9504,0,275,360,1,Rural,0,1,Y,1
LP002263,Male,0,Yes,1,0,0,Graduate,1,No,0,2583,2115,120,360,,Urban,1,0,Y,1
LP002265,Male,0,Yes,1,2,1,Not Graduate,0,No,0,1993,1625,113,180,1,Semiurban,0,0,Y,1
LP002266,Male,0,Yes,1,2,1,Graduate,1,No,0,3100,1400,113,360,1,Urban,1,0,Y,1
LP002272,Male,0,Yes,1,2,1,Graduate,1,No,0,3276,484,135,360,,Semiurban,0,0,Y,1
LP002277,Female,1,No,0,0,0,Graduate,1,No,0,3180,0,71,360,0,Urban,1,0,N,0
LP002281,Male,0,Yes,1,0,0,Graduate,1,No,0,3033,1459,95,360,1,Urban,1,0,Y,1
LP002284,Male,0,No,0,0,0,Not Graduate,0,No,0,3902,1666,109,360,1,Rural,0,1,Y,1
LP002287,Female,1,No,0,0,0,Graduate,1,No,0,1500,1800,103,360,0,Semiurban,0,0,N,0
LP002288,Male,0,Yes,1,2,1,Not Graduate,0,No,0,2889,0,45,180,0,Urban,1,0,N,0
LP002296,Male,0,No,0,0,0,Not Graduate,0,No,0,2755,0,65,300,1,Rural,0,1,N,0
LP002297,Male,0,No,0,0,0,Graduate,1,No,0,2500,20000,103,360,1,Semiurban,0,0,Y,1
LP002300,Female,1,No,0,0,0,Not Graduate,0,No,0,1963,0,53,360,1,Semiurban,0,0,Y,1
LP002301,Female,1,No,0,0,0,Graduate,1,Yes,1,7441,0,194,360,1,Rural,0,1,N,0
LP002305,Female,1,No,0,0,0,Graduate,1,No,0,4547,0,115,360,1,Semiurban,0,0,Y,1
LP002308,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2167,2400,115,360,1,Urban,1,0,Y,1
LP002314,Female,1,No,0,0,0,Not Graduate,0,No,0,2213,0,66,360,1,Rural,0,1,Y,1
