Loan_ID,Gender,d_gender,Married,d_married,Dependents,d_dependents,Education,d_education,Self_Employed,d_self_employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,d_urban,d_rural,Loan_Status,d_loan_status
LP002315,Male,0,Yes,1,1,1,Graduate,1,No,0,8300,0,152,300,0,Semiurban,0,0,N,0
LP002317,Male,0,Yes,1,3+,1,Graduate,1,No,0,81000,0,360,360,0,Rural,0,1,N,0
LP002318,Female,1,No,0,1,1,Not Graduate,0,Yes,1,3867,0,62,360,1,Semiurban,0,0,N,0
LP002319,Male,0,Yes,1,0,0,Graduate,1,Yes,0,6256,0,160,360,,Urban,1,0,Y,1
LP002328,Male,0,Yes,1,0,0,Not Graduate,0,No,0,6096,0,218,360,0,Rural,0,1,N,0
LP002332,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2253,2033,110,360,1,Rural,0,1,Y,1
LP002335,Female,1,Yes,1,0,0,Not Graduate,0,No,0,2149,3237,178,360,0,Semiurban,0,0,N,0
LP002337,Female,1,No,0,0,0,Graduate,1,No,0,2995,0,60,360,1,Urban,1,0,Y,1
LP002341,Female,1,No,0,1,1,Graduate,1,No,0,2600,0,160,360,1,Urban,1,0,N,0
LP002342,Male,0,Yes,1,2,1,Graduate,1,Yes,1,1600,20000,239,360,1,Urban,1,0,N,0
LP002345,Male,0,Yes,1,0,0,Graduate,1,No,0,1025,2773,112,360,1,Rural,0,1,Y,1
LP002347,Male,0,Yes,1,0,0,Graduate,1,No,0,3246,1417,138,360,1,Semiurban,0,0,Y,1
LP002348,Male,0,Yes,1,0,0,Graduate,1,No,0,5829,0,138,360,1,Rural,0,1,Y,1
LP002357,Female,1,No,0,0,0,Not Graduate,0,No,0,2720,0,80,,0,Urban,1,0,N,0
LP002361,Male,0,Yes,1,0,0,Graduate,1,No,0,1820,1719,100,360,1,Urban,1,0,Y,1
LP002362,Male,0,Yes,1,1,1,Graduate,1,No,0,7250,1667,110,,0,Urban,1,0,N,0
LP002364,Male,0,Yes,1,0,0,Graduate,1,No,0,14880,0,96,360,1,Semiurban,0,0,Y,1
LP002366,Male,0,Yes,1,0,0,Graduate,1,No,0,2666,4300,121,360,1,Rural,0,1,Y,1
LP002367,Female,1,No,0,1,1,Not Graduate,0,No,0,4606,0,81,360,1,Rural,0,1,N,0
LP002368,Male,0,Yes,1,2,1,Graduate,1,No,0,5935,0,133,360,1,Semiurban,0,0,Y,1
LP002369,Male,0,Yes,1,0,0,Graduate,1,No,0,2920,16.12000084,87,360,1,Rural,0,1,Y,1
LP002370,Male,0,No,0,0,0,Not Graduate,0,No,0,2717,0,60,180,1,Urban,1,0,Y,1
LP002377,Female,1,No,0,1,1,Graduate,1,Yes,1,8624,0,150,360,1,Semiurban,0,0,Y,1
LP002379,Male,0,No,0,0,0,Graduate,1,No,0,6500,0,105,360,0,Rural,0,1,N,0
LP002386,Male,0,No,0,0,0,Graduate,1,No,0,12876,0,405,360,1,Semiurban,0,0,Y,1
LP002387,Male,0,Yes,1,0,0,Graduate,1,No,0,2425,2340,143,360,1,Semiurban,0,0,Y,1
LP002390,Male,0,No,0,0,0,Graduate,1,No,0,3750,0,100,360,1,Urban,1,0,Y,1
LP002393,Female,1,Yes,1,1,1,Graduate,1,No,0,10047,0,,240,1,Semiurban,0,0,Y,1
LP002398,Male,0,No,0,0,0,Graduate,1,No,0,1926,1851,50,360,1,Semiurban,0,0,Y,1
LP002401,Male,0,Yes,1,0,0,Graduate,1,No,0,2213,1125,,360,1,Urban,1,0,Y,1
LP002403,Male,0,No,0,0,0,Graduate,1,Yes,1,10416,0,187,360,0,Urban,1,0,N,0
LP002407,Female,1,Yes,1,0,0,Not Graduate,0,Yes,1,7142,0,138,360,1,Rural,0,1,Y,1
LP002408,Male,0,No,0,0,0,Graduate,1,No,0,3660,5064,187,360,1,Semiurban,0,0,Y,1
LP002409,Male,0,Yes,1,0,0,Graduate,1,No,0,7901,1833,180,360,1,Rural,0,1,Y,1
LP002418,Male,0,No,0,3+,1,Not Graduate,0,No,0,4707,1993,148,360,1,Semiurban,0,0,Y,1
LP002422,Male,0,No,0,1,1,Graduate,1,No,0,37719,0,152,360,1,Semiurban,0,0,Y,1
LP002424,Male,0,Yes,1,0,0,Graduate,1,No,0,7333,8333,175,300,,Rural,0,1,Y,1
LP002429,Male,0,Yes,1,1,1,Graduate,1,Yes,1,3466,1210,130,360,1,Rural,0,1,Y,1
LP002434,Male,0,Yes,1,2,1,Not Graduate,0,No,0,4652,0,110,360,1,Rural,0,1,Y,1
LP002435,Male,0,Yes,1,0,0,Graduate,1,Yes,0,3539,1376,55,360,1,Rural,0,1,N,0
LP002443,Male,0,Yes,1,2,1,Graduate,1,No,0,3340,1710,150,360,0,Rural,0,1,N,0
LP002444,Male,0,No,0,1,1,Not Graduate,0,Yes,1,2769,1542,190,360,,Semiurban,0,0,N,0
LP002446,Male,0,Yes,1,2,1,Not Graduate,0,No,0,2309,1255,125,360,0,Rural,0,1,N,0
LP002447,Male,0,Yes,1,2,1,Not Graduate,0,No,0,1958,1456,60,300,,Urban,1,0,Y,1
LP002448,Male,0,Yes,1,0,0,Graduate,1,No,0,3948,1733,149,360,0,Rural,0,1,N,0
LP002449,Male,0,Yes,1,0,0,Graduate,1,No,0,2483,2466,90,180,0,Rural,0,1,Y,1
LP002453,Male,0,No,0,0,0,Graduate,1,Yes,1,7085,0,84,360,1,Semiurban,0,0,Y,1
LP002455,Male,0,Yes,1,2,1,Graduate,1,No,0,3859,0,96,360,1,Semiurban,0,0,Y,1
LP002459,Male,0,Yes,1,0,0,Graduate,1,No,0,4301,0,118,360,1,Urban,1,0,Y,1
LP002467,Male,0,Yes,1,0,0,Graduate,1,No,0,3708,2569,173,360,1,Urban,1,0,N,0
LP002472,Male,0,No,0,2,1,Graduate,1,No,0,4354,0,136,360,1,Rural,0,1,Y,1
LP002473,Male,0,Yes,1,0,0,Graduate,1,No,0,8334,0,160,360,1,Semiurban,0,0,N,0
LP002478,Female,1,Yes,1,0,0,Graduate,1,Yes,1,2083,4083,160,360,,Semiurban,0,0,Y,1
LP002484,Male,0,Yes,1,3+,1,Graduate,1,No,0,7740,0,128,180,1,Urban,1,0,Y,1
LP002487,Male,0,Yes,1,0,0,Graduate,1,No,0,3015,2188,153,360,1,Rural,0,1,Y,1
LP002489,Female,1,No,0,1,1,Not Graduate,0,No,0,5191,0,132,360,1,Semiurban,0,0,Y,1
LP002493,Male,0,No,0,0,0,Graduate,1,No,0,4166,0,98,360,0,Semiurban,0,0,N,0
LP002494,Male,0,No,0,0,0,Graduate,1,No,0,6000,0,140,360,1,Rural,0,1,Y,1
LP002500,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,2947,1664,70,180,0,Urban,1,0,N,0
LP002501,Male,0,Yes,1,0,0,Graduate,1,No,0,16692,0,110,360,1,Semiurban,0,0,Y,1
LP002502,Female,1,Yes,1,2,1,Not Graduate,0,Yes,0,210,2917,98,360,1,Semiurban,0,0,Y,1
LP002505,Male,0,Yes,1,0,0,Graduate,1,No,0,4333,2451,110,360,1,Urban,1,0,N,0
LP002515,Male,0,Yes,1,1,1,Graduate,1,Yes,1,3450,2079,162,360,1,Semiurban,0,0,Y,1
LP002517,Male,0,Yes,1,1,1,Not Graduate,0,No,0,2653,1500,113,180,0,Rural,0,1,N,0
LP002519,Male,0,Yes,1,3+,1,Graduate,1,No,0,4691,0,100,360,1,Semiurban,0,0,Y,1
LP002522,Female,1,No,0,0,0,Graduate,1,Yes,1,2500,0,93,360,,Urban,1,0,Y,1
LP002524,Male,0,No,0,2,1,Graduate,1,No,0,5532,4648,162,360,1,Rural,0,1,Y,1
LP002527,Male,0,Yes,1,2,1,Graduate,1,Yes,1,16525,1014,150,360,1,Rural,0,1,Y,1
LP002529,Male,0,Yes,1,2,1,Graduate,1,No,0,6700,1750,230,300,1,Semiurban,0,0,Y,1
LP002530,Female,1,Yes,1,2,1,Graduate,1,No,0,2873,1872,132,360,0,Semiurban,0,0,N,0
LP002531,Male,0,Yes,1,1,1,Graduate,1,Yes,1,16667,2250,86,360,1,Semiurban,0,0,Y,1
LP002533,Male,0,Yes,1,2,1,Graduate,1,No,0,2947,1603,,360,1,Urban,1,0,N,0
LP002534,Female,1,No,0,0,0,Not Graduate,0,No,0,4350,0,154,360,1,Rural,0,1,Y,1
LP002536,Male,0,Yes,1,3+,1,Not Graduate,0,No,0,3095,0,113,360,1,Rural,0,1,Y,1
LP002537,Male,0,Yes,1,0,0,Graduate,1,No,0,2083,3150,128,360,1,Semiurban,0,0,Y,1
LP002541,Male,0,Yes,1,0,0,Graduate,1,No,0,10833,0,234,360,1,Semiurban,0,0,Y,1
LP002543,Male,0,Yes,1,2,1,Graduate,1,No,0,8333,0,246,360,1,Semiurban,0,0,Y,1
LP002544,Male,0,Yes,1,1,1,Not Graduate,0,No,0,1958,2436,131,360,1,Rural,0,1,Y,1
LP002545,Male,0,No,0,2,1,Graduate,1,No,0,3547,0,80,360,0,Rural,0,1,N,0
LP002547,Male,0,Yes,1,1,1,Graduate,1,No,0,18333,0,500,360,1,Urban,1,0,N,0
LP002555,Male,0,Yes,1,2,1,Graduate,1,Yes,1,4583,2083,160,360,1,Semiurban,0,0,Y,1
LP002556,Male,0,No,0,0,0,Graduate,1,No,0,2435,0,75,360,1,Urban,1,0,N,0
LP002560,Male,0,No,0,0,0,Not Graduate,0,No,0,2699,2785,96,360,,Semiurban,0,0,Y,1
LP002562,Male,0,Yes,1,1,1,Not Graduate,0,No,0,5333,1131,186,360,,Urban,1,0,Y,1
LP002571,Male,0,No,0,0,0,Not Graduate,0,No,0,3691,0,110,360,1,Rural,0,1,Y,1
LP002582,Female,1,No,0,0,0,Not Graduate,0,Yes,1,17263,0,225,360,1,Semiurban,0,0,Y,1
LP002585,Male,0,Yes,1,0,0,Graduate,1,No,0,3597,2157,119,360,0,Rural,0,1,N,0
LP002586,Female,1,Yes,1,1,1,Graduate,1,No,0,3326,913,105,84,1,Semiurban,0,0,Y,1
LP002587,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2600,1700,107,360,1,Rural,0,1,Y,1
LP002588,Male,0,Yes,1,0,0,Graduate,1,No,0,4625,2857,111,12,,Urban,1,0,Y,1
LP002600,Male,0,Yes,1,1,1,Graduate,1,Yes,1,2895,0,95,360,1,Semiurban,0,0,Y,1
LP002602,Male,0,No,0,0,0,Graduate,1,No,0,6283,4416,209,360,0,Rural,0,1,N,0
LP002603,Female,1,No,0,0,0,Graduate,1,No,0,645,3683,113,480,1,Rural,0,1,Y,1
LP002606,Female,1,No,0,0,0,Graduate,1,No,0,3159,0,100,360,1,Semiurban,0,0,Y,1
LP002615,Male,0,Yes,1,2,1,Graduate,1,No,0,4865,5624,208,360,1,Semiurban,0,0,Y,1
LP002618,Male,0,Yes,1,1,1,Not Graduate,0,No,0,4050,5302,138,360,,Rural,0,1,N,0
LP002619,Male,0,Yes,1,0,0,Not Graduate,0,No,0,3814,1483,124,300,1,Semiurban,0,0,Y,1
LP002622,Male,0,Yes,1,2,1,Graduate,1,No,0,3510,4416,243,360,1,Rural,0,1,Y,1
LP002624,Male,0,Yes,1,0,0,Graduate,1,No,0,20833,6667,480,360,,Urban,1,0,Y,1
LP002625,Male,0,No,0,0,0,Graduate,1,No,0,3583,0,96,360,1,Urban,1,0,N,0
LP002626,Male,0,Yes,1,0,0,Graduate,1,Yes,1,2479,3013,188,360,1,Urban,1,0,Y,1
LP002634,Female,1,No,0,1,1,Graduate,1,No,0,13262,0,40,360,1,Urban,1,0,Y,1
LP002637,Male,0,No,0,0,0,Not Graduate,0,No,0,3598,1287,100,360,1,Rural,0,1,N,0
LP002640,Male,0,Yes,1,1,1,Graduate,1,No,0,6065,2004,250,360,1,Semiurban,0,0,Y,1
LP002643,Male,0,Yes,1,2,1,Graduate,1,No,0,3283,2035,148,360,1,Urban,1,0,Y,1
LP002648,Male,0,Yes,1,0,0,Graduate,1,No,0,2130,6666,70,180,1,Semiurban,0,0,N,0
LP002652,Male,0,No,0,0,0,Graduate,1,No,0,5815,3666,311,360,1,Rural,0,1,N,0
LP002659,Male,0,Yes,1,3+,1,Graduate,1,No,0,3466,3428,150,360,1,Rural,0,1,Y,1
LP002670,Female,1,Yes,1,2,1,Graduate,1,No,0,2031,1632,113,480,1,Semiurban,0,0,Y,1
LP002682,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3074,1800,123,360,0,Semiurban,0,0,N,0
LP002683,Male,0,No,0,0,0,Graduate,1,No,0,4683,1915,185,360,1,Semiurban,0,0,N,0
LP002684,Female,1,No,0,0,0,Not Graduate,0,No,0,3400,0,95,360,1,Rural,0,1,N,0
LP002689,Male,0,Yes,1,2,1,Not Graduate,0,No,0,2192,1742,45,360,1,Semiurban,0,0,Y,1
LP002690,Male,0,No,0,0,0,Graduate,1,No,0,2500,0,55,360,1,Semiurban,0,0,Y,1
LP002692,Male,0,Yes,1,3+,1,Graduate,1,Yes,1,5677,1424,100,360,1,Rural,0,1,Y,1
LP002693,Male,0,Yes,1,2,1,Graduate,1,Yes,1,7948,7166,480,360,1,Rural,0,1,Y,1
LP002697,Male,0,No,0,0,0,Graduate,1,No,0,4680,2087,,360,1,Semiurban,0,0,N,0
LP002699,Male,0,Yes,1,2,1,Graduate,1,Yes,1,17500,0,400,360,1,Rural,0,1,Y,1
LP002705,Male,0,Yes,1,0,0,Graduate,1,No,0,3775,0,110,360,1,Semiurban,0,0,Y,1
LP002706,Male,0,Yes,1,1,1,Not Graduate,0,No,0,5285,1430,161,360,0,Semiurban,0,0,Y,1
LP002714,Male,0,No,0,1,1,Not Graduate,0,No,0,2679,1302,94,360,1,Semiurban,0,0,Y,1
LP002716,Male,0,No,0,0,0,Not Graduate,0,No,0,6783,0,130,360,1,Semiurban,0,0,Y,1
LP002717,Male,0,Yes,1,0,0,Graduate,1,No,0,1025,5500,216,360,,Rural,0,1,Y,1
LP002720,Male,0,Yes,1,3+,1,Graduate,1,No,0,4281,0,100,360,1,Urban,1,0,Y,1
LP002723,Male,0,No,0,2,1,Graduate,1,No,0,3588,0,110,360,0,Rural,0,1,N,0
LP002729,Male,0,No,0,1,1,Graduate,1,No,0,11250,0,196,360,,Semiurban,0,0,N,0
LP002731,Female,1,No,0,0,0,Not Graduate,0,Yes,1,18165,0,125,360,1,Urban,1,0,Y,1
LP002732,Male,0,No,0,0,0,Not Graduate,0,Yes,0,2550,2042,126,360,1,Rural,0,1,Y,1
LP002734,Male,0,Yes,1,0,0,Graduate,1,No,0,6133,3906,324,360,1,Urban,1,0,Y,1
LP002738,Male,0,No,0,2,1,Graduate,1,No,0,3617,0,107,360,1,Semiurban,0,0,Y,1
LP002739,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2917,536,66,360,1,Rural,0,1,N,0
LP002740,Male,0,Yes,1,3+,1,Graduate,1,No,0,6417,0,157,180,1,Rural,0,1,Y,1
LP002741,Female,1,Yes,1,1,1,Graduate,1,No,0,4608,2845,140,180,1,Semiurban,0,0,Y,1
LP002743,Female,1,No,0,0,0,Graduate,1,No,0,2138,0,99,360,0,Semiurban,0,0,N,0
LP002753,Female,1,No,0,1,1,Graduate,1,No,0,3652,0,95,360,1,Semiurban,0,0,Y,1
LP002755,Male,0,Yes,1,1,1,Not Graduate,0,No,0,2239,2524,128,360,1,Urban,1,0,Y,1
LP002757,Female,1,Yes,1,0,0,Not Graduate,0,No,0,3017,663,102,360,,Semiurban,0,0,Y,1
LP002767,Male,0,Yes,1,0,0,Graduate,1,No,0,2768,1950,155,360,1,Rural,0,1,Y,1
LP002768,Male,0,No,0,0,0,Not Graduate,0,No,0,3358,0,80,36,1,Semiurban,0,0,N,0
LP002772,Male,0,No,0,0,0,Graduate,1,No,0,2526,1783,145,360,1,Rural,0,1,Y,1
LP002776,Female,1,No,0,0,0,Graduate,1,No,0,5000,0,103,360,0,Semiurban,0,0,N,0
LP002777,Male,0,Yes,1,0,0,Graduate,1,No,0,2785,2016,110,360,1,Rural,0,1,Y,1
LP002778,Male,0,Yes,1,2,1,Graduate,1,Yes,1,6633,0,,360,0,Rural,0,1,N,0
LP002784,Male,0,Yes,1,1,1,Not Graduate,0,No,0,2492,2375,,360,1,Rural,0,1,Y,1
LP002785,Male,0,Yes,1,1,1,Graduate,1,No,0,3333,3250,158,360,1,Urban,1,0,Y,1
LP002788,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2454,2333,181,360,0,Urban,1,0,N,0
LP002789,Male,0,Yes,1,0,0,Graduate,1,No,0,3593,4266,132,180,0,Rural,0,1,N,0
LP002792,Male,0,Yes,1,1,1,Graduate,1,No,0,5468,1032,26,360,1,Semiurban,0,0,Y,1
LP002794,Female,1,No,0,0,0,Graduate,1,No,0,2667,1625,84,360,,Urban,1,0,Y,1
LP002795,Male,0,Yes,1,3+,1,Graduate,1,Yes,1,10139,0,260,360,1,Semiurban,0,0,Y,1
LP002798,Male,0,Yes,1,0,0,Graduate,1,No,0,3887,2669,162,360,1,Semiurban,0,0,Y,1
LP002804,Female,1,Yes,1,0,0,Graduate,1,No,0,4180,2306,182,360,1,Semiurban,0,0,Y,1
LP002807,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3675,242,108,360,1,Semiurban,0,0,Y,1
LP002813,Female,1,Yes,1,1,1,Graduate,1,Yes,1,19484,0,600,360,1,Semiurban,0,0,Y,1
LP002820,Male,0,Yes,1,0,0,Graduate,1,No,0,5923,2054,211,360,1,Rural,0,1,Y,1
LP002821,Male,0,No,0,0,0,Not Graduate,0,Yes,1,5800,0,132,360,1,Semiurban,0,0,Y,1
LP002832,Male,0,Yes,1,2,1,Graduate,1,No,0,8799,0,258,360,0,Urban,1,0,N,0
LP002833,Male,0,Yes,1,0,0,Not Graduate,0,No,0,4467,0,120,360,,Rural,0,1,Y,1
LP002836,Male,0,No,0,0,0,Graduate,1,No,0,3333,0,70,360,1,Urban,1,0,Y,1
LP002837,Male,0,Yes,1,3+,1,Graduate,1,No,0,3400,2500,123,360,0,Rural,0,1,N,0
LP002840,Female,1,No,0,0,0,Graduate,1,No,0,2378,0,9,360,1,Urban,1,0,N,0
LP002841,Male,0,Yes,1,0,0,Graduate,1,No,0,3166,2064,104,360,0,Urban,1,0,N,0
LP002842,Male,0,Yes,1,1,1,Graduate,1,No,0,3417,1750,186,360,1,Urban,1,0,Y,1
LP002847,Male,0,Yes,1,1,1,Graduate,1,No,0,5116,1451,165,360,0,Urban,1,0,N,0
LP002855,Male,0,Yes,1,2,1,Graduate,1,No,0,16666,0,275,360,1,Urban,1,0,Y,1
LP002862,Male,0,Yes,1,2,1,Not Graduate,0,No,0,6125,1625,187,480,1,Semiurban,0,0,N,0
LP002863,Male,0,Yes,1,3+,1,Graduate,1,No,0,6406,0,150,360,1,Semiurban,0,0,N,0
LP002868,Male,0,Yes,1,2,1,Graduate,1,No,0,3159,461,108,84,1,Urban,1,0,Y,1
LP002872,Female,1,Yes,1,0,0,Graduate,1,No,0,3087,2210,136,360,0,Semiurban,0,0,N,0
LP002874,Male,0,No,0,0,0,Graduate,1,No,0,3229,2739,110,360,1,Urban,1,0,Y,1
LP002877,Male,0,Yes,1,1,1,Graduate,1,No,0,1782,2232,107,360,1,Rural,0,1,Y,1
LP002888,Male,0,No,0,0,0,Graduate,1,Yes,0,3182,2917,161,360,1,Urban,1,0,Y,1
LP002892,Male,0,Yes,1,2,1,Graduate,1,No,0,6540,0,205,360,1,Semiurban,0,0,Y,1
LP002893,Male,0,No,0,0,0,Graduate,1,No,0,1836,33837,90,360,1,Urban,1,0,N,0
LP002894,Female,1,Yes,1,0,0,Graduate,1,No,0,3166,0,36,360,1,Semiurban,0,0,Y,1
LP002898,Male,0,Yes,1,1,1,Graduate,1,No,0,1880,0,61,360,,Rural,0,1,N,0
LP002911,Male,0,Yes,1,1,1,Graduate,1,No,0,2787,1917,146,360,0,Rural,0,1,N,0
LP002912,Male,0,Yes,1,1,1,Graduate,1,No,0,4283,3000,172,84,1,Rural,0,1,N,0
LP002916,Male,0,Yes,1,0,0,Graduate,1,No,0,2297,1522,104,360,1,Urban,1,0,Y,1
LP002917,Female,1,No,0,0,0,Not Graduate,0,No,0,2165,0,70,360,1,Semiurban,0,0,Y,1
LP002925,Male,0,No,0,0,0,Graduate,1,No,0,4750,0,94,360,1,Semiurban,0,0,Y,1
LP002926,Male,0,Yes,1,2,1,Graduate,1,Yes,1,2726,0,106,360,0,Semiurban,0,0,N,0
LP002928,Male,0,Yes,1,0,0,Graduate,1,No,0,3000,3416,56,180,1,Semiurban,0,0,Y,1
LP002931,Male,0,Yes,1,2,1,Graduate,1,Yes,1,6000,0,205,240,1,Semiurban,0,0,N,0
LP002933,Female,1,No,0,3+,1,Graduate,1,Yes,1,9357,0,292,360,1,Semiurban,0,0,Y,1
LP002936,Male,0,Yes,1,0,0,Graduate,1,No,0,3859,3300,142,180,1,Rural,0,1,Y,1
LP002938,Male,0,Yes,1,0,0,Graduate,1,Yes,1,16120,0,260,360,1,Urban,1,0,Y,1
LP002940,Male,0,No,0,0,0,Not Graduate,0,No,0,3833,0,110,360,1,Rural,0,1,Y,1
LP002941,Male,0,Yes,1,2,1,Not Graduate,0,Yes,1,6383,1000,187,360,1,Rural,0,1,N,0
LP002943,Male,0,No,0,0,0,Graduate,1,No,0,2987,0,88,360,0,Semiurban,0,0,N,0
LP002945,Male,0,Yes,1,0,0,Graduate,1,Yes,1,9963,0,180,360,1,Rural,0,1,Y,1
LP002948,Male,0,Yes,1,2,1,Graduate,1,No,0,5780,0,192,360,1,Urban,1,0,Y,1
LP002949,Female,1,No,0,3+,1,Graduate,1,No,0,416,41667,350,180,,Urban,1,0,N,0
LP002950,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2894,2792,155,360,1,Rural,0,1,Y,1
LP002953,Male,0,Yes,1,3+,1,Graduate,1,No,0,5703,0,128,360,1,Urban,1,0,Y,1
LP002958,Male,0,No,0,0,0,Graduate,1,No,0,3676,4301,172,360,1,Rural,0,1,Y,1
LP002959,Female,1,Yes,1,1,1,Graduate,1,No,0,12000,0,496,360,1,Semiurban,0,0,Y,1
LP002960,Male,0,Yes,1,0,0,Not Graduate,0,No,0,2400,3800,,180,1,Urban,1,0,N,0
LP002961,Male,0,Yes,1,1,1,Graduate,1,No,0,3400,2500,173,360,1,Semiurban,0,0,Y,1
LP002964,Male,0,Yes,1,2,1,Not Graduate,0,No,0,3987,1411,157,360,1,Rural,0,1,Y,1
LP002974,Male,0,Yes,1,0,0,Graduate,1,No,0,3232,1950,108,360,1,Rural,0,1,Y,1
LP002978,Female,1,No,0,0,0,Graduate,1,No,0,2900,0,71,360,1,Rural,0,1,Y,1
LP002979,Male,0,Yes,1,3+,1,Graduate,1,No,0,4106,0,40,180,1,Rural,0,1,Y,1
LP002983,Male,0,Yes,1,1,1,Graduate,1,No,0,8072,240,253,360,1,Urban,1,0,Y,1
LP002984,Male,0,Yes,1,2,1,Graduate,1,No,0,7583,0,187,360,1,Urban,1,0,Y,1
LP002990,Female,1,No,0,0,0,Graduate,1,Yes,1,4583,0,133,360,0,Semiurban,0,0,N,0
